Customer_ID,Strategic_Segment,Cluster_ID,Cluster_Name,Strategic_Priority,Recommended_Action,Behavioral_Anomaly_Flag,Strategic_Whale_Flag
Accoount 1275,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1276,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1277,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1278,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1279,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1280,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1281,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1282,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1283,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1284,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1285,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1286,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1287,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1288,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1289,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1290,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1291,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1292,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1293,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1294,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1295,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1296,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1297,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1298,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1299,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1300,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1301,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1302,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1303,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1304,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1305,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1306,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1307,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1308,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1309,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1310,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1311,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1312,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1313,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1314,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,0,0
Accoount 1315,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1316,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1317,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1318,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1319,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1320,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1321,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1322,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1323,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1324,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,0,0
Accoount 1325,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,0,0
Accoount 1326,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1327,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1328,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,1,0
Accoount 1329,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,0,0
Accoount 1330,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1331,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1332,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1333,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,1,0
Accoount 1334,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1335,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1336,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1337,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1338,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1339,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1340,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1341,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1342,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1343,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1344,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1345,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1346,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1347,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1348,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,0,0
Accoount 1349,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,0,0
Accoount 1350,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1351,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1352,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1353,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1354,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1355,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1356,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1357,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,1,0
Accoount 1358,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1359,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1360,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1361,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1362,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1363,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1364,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1365,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1366,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1367,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1368,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1369,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1370,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1371,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,1,0
Accoount 1372,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1373,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1374,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1375,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1376,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1377,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1378,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1379,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1380,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1381,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1382,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,0,0
Accoount 1383,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1384,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1385,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1386,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1387,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1388,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1389,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1390,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1391,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1392,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1393,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1394,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1395,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1396,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1397,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1398,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1399,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1400,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1401,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1402,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1403,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1404,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1405,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,1
Accoount 1406,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1407,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1408,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1409,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,1,0
Accoount 1410,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1411,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,0,0
Accoount 1412,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1413,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1414,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1415,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,1
Accoount 1416,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1417,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1418,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1419,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1420,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1421,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1422,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1423,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1424,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1425,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1426,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1427,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1428,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1429,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1430,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1431,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1432,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1433,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1434,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1435,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1436,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1437,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1438,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1439,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1440,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1441,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1442,Active - Stable Core Accounts,0,Stable Core Accounts,Medium,Apply benefits bonanza loyalty programs; maintain relationship at low cost.,0,0
Accoount 1443,Active - Under-Profiled Active Accounts,3,Under-Profiled Active Accounts,High,"Mandate sales team to visit casinos, audit machine counts, and enrich database profiles.",0,0
Accoount 1444,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,0,0
Accoount 1445,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1446,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1447,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1448,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1449,Active - Competitive Niche Accounts,2,Competitive Niche Accounts,Low,Defend competitively in major hubs; use cost-effective remote support; monitor competitor moves.,0,0
Accoount 1450,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1451,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1452,Prospect - High Potential,-1,High-Potential Market Prospects,High,Launch targeted marketing campaigns; prioritize sales team outreach to acquire new accounts.,0,0
Accoount 1453,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1454,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1455,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1456,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1457,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1458,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1459,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1460,Prospect - Medium Potential,-1,Medium-Potential Local Prospects,Medium,Deploy digital marketing and automated newsletters; outreach during regional events.,0,0
Accoount 1461,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1462,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
Accoount 1463,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1464,Prospect - Dormant / Address Missing,-1,Dormant / Unreachable Prospects,Low,Perform database cleanup and address validation before initiating any marketing spend.,0,0
Accoount 1465,Active - High-Value Growth Champions,1,High-Value Growth Champions,High,Deploy dedicated account managers; cross-sell early adopter products; aggressive upsell.,0,0
